name,n_bands_available,f115w_available,f115w_sum,f115w_max,f115w_mean,f115w_std,f150w_available,f150w_sum,f150w_max,f150w_mean,f150w_std,f277w_available,f277w_sum,f277w_max,f277w_mean,f277w_std,f444w_available,f444w_sum,f444w_max,f444w_mean,f444w_std,notes
COSJ100049+021945,4,Yes,156.78,1.9166,0.001742,0.043674,Yes,246.92,2.2676,0.002744,0.045608,Yes,343.86,2.5134,0.003821,0.053724,Yes,379.08,2.3627,0.004212,0.05933,
COSJ100049+022656,4,Yes,332.68,1.2307,0.003696,0.036476,Yes,844.91,2.7808,0.009388,0.052116,Yes,2160.38,5.7514,0.024004,0.141283,Yes,2974.73,6.5817,0.033053,0.198013,
COSJ100050+014728,4,Yes,18981.08,77.7462,0.210901,1.060938,Yes,26119.28,102.9755,0.290214,1.505407,Yes,28608.73,70.282,0.317875,1.478766,Yes,15910.16,30.6503,0.17678,0.748396,
COSJ100050+015421,4,Yes,12821.76,1239.0101,0.142464,6.544283,Yes,11182.49,105.8232,0.12425,1.470001,Yes,13298.73,157.9602,0.147764,1.855624,Yes,7222.92,54.5473,0.080255,0.863861,
COSJ100050+020357,4,Yes,2863.58,20.1558,0.031818,0.237285,Yes,4202.96,25.4731,0.0467,0.3282,Yes,7456.41,15.2873,0.082849,0.408032,Yes,5630.8,11.6725,0.062564,0.302343,
COSJ100050+022118,4,Yes,17540.54,35.5242,0.194895,0.708165,Yes,25733.66,61.0974,0.28593,1.178049,Yes,26302.71,52.3384,0.292252,1.30771,Yes,18957.83,26.4188,0.210643,0.909293,
COSJ100051+015724,4,Yes,1303.86,32.3327,0.014487,0.194258,Yes,1617.29,2.74,0.01797,0.088016,Yes,2535.68,4.4909,0.028174,0.151879,Yes,1959.59,6.3442,0.021773,0.139322,
COSJ100051+023219,4,Yes,9067.58,3.4151,0.100751,0.189598,Yes,12121.62,6.9139,0.134685,0.256224,Yes,19319.69,18.0164,0.214663,0.408892,Yes,11849.03,12.9799,0.131656,0.327386,
COSJ100052+014856,4,Yes,13238.17,485.9023,0.147091,2.506653,Yes,17893.0,744.7695,0.198811,4.146189,Yes,12936.55,106.6915,0.143739,1.65218,Yes,7263.29,32.3895,0.080703,0.764567,
COSJ100053+020042,4,Yes,1594.24,11.4148,0.017714,0.13617,Yes,2358.85,18.74,0.026209,0.207378,Yes,4797.67,21.0399,0.053307,0.393745,Yes,5031.88,36.3225,0.05591,0.617357,
COSJ100054+014602,4,Yes,3690.33,30.688,0.041004,0.377396,Yes,5877.69,64.6427,0.065308,0.709597,Yes,8985.14,104.1412,0.099835,1.330631,Yes,7498.95,79.011,0.083322,1.284466,
COSJ100054+014936,4,Yes,160.86,13.5485,0.001787,0.091069,Yes,192.59,22.0387,0.00214,0.15005,Yes,354.53,10.4009,0.003939,0.122489,Yes,503.56,9.0082,0.005595,0.135546,
COSJ100054+015225,4,Yes,859.94,14.9737,0.009555,0.15661,Yes,1380.81,28.4276,0.015342,0.267341,Yes,1993.5,26.9261,0.02215,0.352446,Yes,1097.97,9.1887,0.0122,0.165973,
COSJ100055+021413,4,Yes,161.56,5.8544,0.001795,0.047587,Yes,254.65,6.7819,0.002829,0.052905,Yes,123.31,1.1794,0.00137,0.019679,Yes,66.59,0.4086,0.00074,0.012649,
COSJ100055+022022,4,Yes,454.87,13.0312,0.005054,0.109789,Yes,708.51,15.7704,0.007872,0.142834,Yes,1188.24,11.8117,0.013203,0.187547,Yes,940.52,6.76,0.01045,0.130244,
COSJ100055+022059,4,Yes,51.25,3.1601,0.000569,0.036833,Yes,125.86,2.9883,0.001398,0.03678,Yes,169.7,1.8257,0.001886,0.031721,Yes,110.95,1.3586,0.001233,0.027098,
COSJ100057+015056,4,Yes,84.8,0.3804,0.000942,0.033616,Yes,173.12,0.4369,0.001924,0.029403,Yes,315.39,0.5743,0.003504,0.022163,Yes,244.63,0.4411,0.002718,0.020056,
COSJ100057+020245,4,Yes,228.19,1.6993,0.002535,0.03127,Yes,268.58,1.7915,0.002984,0.031811,Yes,348.53,1.2905,0.003873,0.031065,Yes,358.78,1.1198,0.003986,0.031274,
COSJ100057+021443,4,Yes,4013.17,447.7057,0.044591,2.277053,Yes,5180.21,646.8364,0.057558,3.376247,Yes,2819.49,99.6525,0.031328,1.011231,Yes,2045.51,41.9856,0.022728,0.589066,
COSJ100057+021924,4,Yes,254.38,0.5823,0.002826,0.039161,Yes,522.72,0.8759,0.005808,0.036352,Yes,516.41,0.3427,0.005738,0.027151,Yes,308.2,0.2229,0.003424,0.020276,
COSJ100058+015400,4,Yes,2133.56,202.7341,0.023706,0.973775,Yes,2524.39,135.0209,0.028049,0.880136,Yes,4023.84,56.4584,0.044709,0.582324,Yes,6317.81,73.5028,0.070198,1.066129,
COSJ100058+022721,4,Yes,152.36,0.7739,0.001693,0.025955,Yes,96.57,0.4638,0.001073,0.025199,Yes,171.33,0.3419,0.001904,0.01644,Yes,95.08,0.2273,0.001056,0.013486,
COSJ100059+020519,4,Yes,194.06,4.5596,0.002156,0.041745,Yes,341.6,6.2513,0.003796,0.054643,Yes,594.0,4.7968,0.0066,0.068217,Yes,538.2,3.4067,0.00598,0.061889,
COSJ100100+015653,4,Yes,1864.92,15.998,0.020721,0.179915,Yes,2841.65,21.2723,0.031574,0.264786,Yes,5403.12,24.9135,0.060035,0.436782,Yes,5471.38,19.1564,0.060793,0.407561,
COSJ100101+020120,4,Yes,266.26,0.5169,0.002958,0.032077,Yes,232.91,0.6203,0.002588,0.029324,Yes,370.68,0.7194,0.004119,0.027159,Yes,427.69,0.7419,0.004752,0.02938,
COSJ100101+020230,4,Yes,276.38,1.8645,0.003071,0.040726,Yes,383.04,2.0959,0.004256,0.045326,Yes,614.78,2.3036,0.006831,0.04987,Yes,624.86,2.3066,0.006943,0.053226,
COSJ100101+020814,4,Yes,1523.82,15.9207,0.016931,0.164745,Yes,2068.07,23.4588,0.022979,0.241277,Yes,3464.11,20.3717,0.03849,0.330673,Yes,1753.43,7.8777,0.019483,0.15953,
COSJ100101+021108,4,Yes,1109.64,5.8767,0.012329,0.089527,Yes,1685.17,9.9652,0.018724,0.142334,Yes,3846.7,12.8725,0.042741,0.297856,Yes,4717.57,13.0512,0.052417,0.352419,
COSJ100101+021819,4,Yes,176.48,0.6195,0.002431,0.040028,Yes,156.44,0.9785,0.002155,0.036105,Yes,246.17,1.2043,0.003391,0.030313,Yes,264.67,1.3528,0.003646,0.035697,
COSJ100101+023258,4,Yes,92.97,0.3814,0.001033,0.025684,Yes,97.41,0.3857,0.001082,0.02031,Yes,281.82,0.5483,0.003131,0.022422,Yes,292.27,0.4832,0.003247,0.021352,
COSJ100103+014547,4,Yes,424.59,6.6975,0.004718,0.071479,Yes,638.14,8.1932,0.00709,0.093014,Yes,1063.02,7.1672,0.011811,0.122165,Yes,647.1,3.0529,0.00719,0.061107,
COSJ100103+014614,4,Yes,1263.84,5.2861,0.014043,0.078362,Yes,1619.13,6.5203,0.01799,0.096839,Yes,2322.68,8.2144,0.025808,0.164794,Yes,1537.55,5.3603,0.017084,0.12204,
COSJ100103+015121,4,Yes,438.56,3.175,0.004873,0.05531,Yes,740.24,6.0432,0.008225,0.083507,Yes,1728.46,10.3894,0.019205,0.191248,Yes,1701.32,8.1754,0.018904,0.17495,
COSJ100103+015207,4,Yes,3138.51,28.9379,0.034872,0.309188,Yes,4817.13,39.6872,0.053524,0.468345,Yes,7636.83,33.8811,0.084854,0.61296,Yes,4013.34,14.0057,0.044593,0.288737,
COSJ100103+015747,4,Yes,3306.15,27.1022,0.036735,0.307685,Yes,5063.7,38.534,0.056263,0.457925,Yes,9807.98,44.7349,0.108978,0.740794,Yes,7352.15,24.8809,0.081691,0.514957,
COSJ100103+015816,4,Yes,2018.83,11.7121,0.022431,0.16522,Yes,3141.12,18.867,0.034901,0.252703,Yes,6337.82,25.3732,0.07042,0.484922,Yes,5019.45,16.5516,0.055772,0.365656,
COSJ100103+020159,4,Yes,516.9,9.1187,0.005743,0.077918,Yes,777.84,12.6116,0.008643,0.11413,Yes,1602.33,11.3652,0.017804,0.179198,Yes,1875.28,8.2124,0.020836,0.176967,
COSJ100103+020433,4,Yes,289.48,2.5804,0.003216,0.04852,Yes,364.88,2.9259,0.004054,0.048754,Yes,370.54,2.0443,0.004117,0.037441,Yes,273.64,1.2267,0.00304,0.030076,
COSJ100103+021610,4,Yes,788.14,4.6834,0.008757,0.086354,Yes,1284.75,9.5253,0.014275,0.14709,Yes,2471.26,12.054,0.027458,0.252631,Yes,2267.5,6.3275,0.025194,0.188233,
COSJ100104+015032,4,Yes,1356.69,4.2963,0.015074,0.120642,Yes,1867.6,6.1829,0.020751,0.172103,Yes,2831.64,9.5159,0.031463,0.252222,Yes,1815.63,5.5934,0.020174,0.161302,
COSJ100104+015548,4,Yes,311.15,1.2159,0.003457,0.037341,Yes,375.56,1.1758,0.004173,0.034624,Yes,464.43,1.048,0.00516,0.030481,Yes,311.2,0.5851,0.003458,0.021743,
COSJ100104+015631,4,Yes,846.98,3.0021,0.009411,0.057162,Yes,1196.39,4.3056,0.013293,0.070825,Yes,2011.28,5.5595,0.022348,0.117932,Yes,1662.51,3.3293,0.018472,0.093204,
COSJ100105+015027,4,Yes,29261.9,147.1321,0.325132,2.008499,Yes,39373.64,204.3346,0.437485,2.753638,Yes,36647.8,97.7526,0.407198,2.048661,Yes,20195.43,42.7849,0.224394,1.069506,
COSJ100105+020959,4,Yes,293.29,2.5661,0.003259,0.048545,Yes,316.88,2.7908,0.003521,0.050814,Yes,415.23,2.8078,0.004614,0.061458,Yes,286.12,1.4958,0.003179,0.039041,
COSJ100106+014743,4,Yes,299.84,1.6139,0.003332,0.06521,Yes,1863.17,621.3887,0.020702,2.475437,Yes,561.92,2.1201,0.006244,0.066666,Yes,322.89,1.0847,0.003588,0.038751,
COSJ100106+015025,4,Yes,3936.68,29.1107,0.043741,0.325733,Yes,5141.88,36.9201,0.057132,0.42458,Yes,6039.98,24.9396,0.067111,0.42019,Yes,3470.79,12.9962,0.038564,0.244339,
COSJ100106+015848,4,Yes,512.38,10.8381,0.005693,0.107834,Yes,807.06,14.1409,0.008967,0.148447,Yes,1289.88,14.8008,0.014332,0.221085,Yes,939.7,7.5763,0.010441,0.14217,
COSJ100107+022736,4,Yes,10018.91,14.9954,0.111321,0.645687,Yes,11925.23,17.6488,0.132503,0.749643,Yes,8702.6,9.6086,0.096696,0.503985,Yes,5738.38,5.0161,0.06376,0.332911,
COSJ100108+014922,4,Yes,425.39,2.1642,0.004727,0.04943,Yes,458.53,2.8757,0.005095,0.050834,Yes,627.17,2.1924,0.006969,0.051195,Yes,600.77,1.4578,0.006675,0.045137,
COSJ100108+021907,4,Yes,120.39,0.9771,0.001338,0.030021,Yes,267.15,1.1506,0.002968,0.028986,Yes,227.23,1.1919,0.002525,0.029016,Yes,231.75,1.0607,0.002575,0.029118,
COSJ100109+015436,4,Yes,6851.25,48.1015,0.076125,0.662332,Yes,8707.94,64.665,0.096755,0.882113,Yes,8134.66,36.3675,0.090385,0.746089,Yes,6070.01,18.8601,0.067445,0.519182,
COSJ100109+015549,4,Yes,528.08,1.6349,0.005868,0.051506,Yes,666.14,2.1718,0.007402,0.057795,Yes,1094.27,2.3816,0.012159,0.076065,Yes,632.72,1.0914,0.00703,0.042,
COSJ100109+020148,4,Yes,4174.39,509.8833,0.046382,2.87404,Yes,4552.99,516.3119,0.050589,3.051419,Yes,2502.22,88.375,0.027802,0.870949,Yes,1753.16,33.3846,0.01948,0.447729,
COSJ100109+020536,4,Yes,1034.38,3.0636,0.011493,0.07862,Yes,1263.96,3.5996,0.014044,0.087162,Yes,1230.08,2.5505,0.013668,0.075649,Yes,913.99,1.2978,0.010155,0.04987,
COSJ100110+015415,4,Yes,1325.61,16.4764,0.014729,0.193782,Yes,1829.04,23.1854,0.020323,0.277279,Yes,2422.25,17.8869,0.026914,0.328376,Yes,1387.55,7.1002,0.015417,0.155073,
